system:index,Forest_2017,Forest_2022,Forest_change_sqkm,PopIncreaseProxy_pct,Urban_2017,Urban_2022,Urban_change_sqkm,Water_2017,Water_2022,Water_change_sqkm,.geo
0,17.74109649880571,15.083152333437027,-2.657944165368683,6.386200244673357,80.59265526000166,85.73946360740464,5.146808347402981,0.02461703993470435,0.023450205657061407,-0.001166834277642942,"{""type"":""MultiPoint"",""coordinates"":[]}"
